row_id,entity_id,quarter,prior_state,new_state,snapshot_version,audit_run_id,trust_status,released_at,gross_irr,tvpi,superseded_by,canonical_version,canonical_released_at
38fa6516-a89b-4525-b366-53ba755b6c1e,93b29b91-fa91-47d5-ac93-cf3b7468c63a,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,,,da58cecf-fbaf-4313-a18c-20d540400bc9,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
2c0721ca-3510-4bf9-ac9f-5d1c9015efcd,9689adf7-6e9f-43d4-a4db-e0c3b6a979a3,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,,,d80f9f8d-a71f-44eb-b7c3-138a134969c3,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
edf56534-762d-4714-b2a4-a18a5b9a4ae2,a1b2c3d4-0001-0010-0002-000000000001,2025Q4,released,superseded,meridian-20260410T182315Z-3881843b,0a9b7b1f-7944-4c67-b1b2-e114ac5f12a0,trusted,2026-04-10 18:24:51.870747+00:00,,,2a2fa734-87d9-4eb2-ac33-4856554a2227,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
b9634a27-c10c-464b-a5b4-a05551360d64,a1b2c3d4-0001-0010-0002-000000000001,2026Q2,released,superseded,meridian-20260423T215941Z-b829d351,d8b84657-bb49-4340-9f24-888c9abd9f74,trusted,2026-04-24 02:21:45.808810+00:00,,,8663262d-035c-4e59-8f62-94fc0ba4494e,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
e6d8798a-ccfd-4ec8-a533-63640d4cb092,a1b2c3d4-0001-0010-0002-000000000001,2026Q2,released,superseded,meridian-20260410T182315Z-3881843b,0a9b7b1f-7944-4c67-b1b2-e114ac5f12a0,trusted,2026-04-10 18:24:51.870747+00:00,,,8663262d-035c-4e59-8f62-94fc0ba4494e,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
ebacd4a0-75c0-4b8c-962d-3f0a6060caa4,a1b2c3d4-0001-0010-0002-000000000002,2025Q4,released,superseded,meridian-20260410T182315Z-3881843b,0a9b7b1f-7944-4c67-b1b2-e114ac5f12a0,trusted,2026-04-10 18:24:51.870747+00:00,,,5fea370a-3966-493e-8ccc-f6d06493b13c,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
f4ead909-a018-4456-a565-a4985932aac1,a1b2c3d4-0001-0010-0002-000000000002,2026Q2,released,superseded,meridian-20260423T215941Z-b829d351,d8b84657-bb49-4340-9f24-888c9abd9f74,trusted,2026-04-24 02:21:45.808810+00:00,,,653ace3a-1dd9-48a0-b3a1-6bf20de9ee8c,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
6051de3d-965f-4ee7-9987-39e1bba75ff6,a1b2c3d4-0001-0010-0002-000000000002,2026Q2,released,superseded,meridian-20260410T182315Z-3881843b,0a9b7b1f-7944-4c67-b1b2-e114ac5f12a0,trusted,2026-04-10 18:24:51.870747+00:00,,,653ace3a-1dd9-48a0-b3a1-6bf20de9ee8c,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
78065d8f-6a2f-4b26-8e87-7728db2650fc,a1b2c3d4-0002-0020-0002-000000000001,2026Q2,released,superseded,meridian-20260423T215941Z-b829d351,d8b84657-bb49-4340-9f24-888c9abd9f74,trusted,2026-04-23 22:00:23.461998+00:00,,,befdb294-a608-46d9-9865-645c33215934,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
169a5cd2-e8b1-4dda-94be-72524f94867c,a1b2c3d4-0002-0020-0002-000000000002,2025Q4,released,superseded,meridian-20260410T182315Z-3881843b,0a9b7b1f-7944-4c67-b1b2-e114ac5f12a0,trusted,2026-04-10 18:24:51.870747+00:00,,,09fcd57b-bdb9-44e0-9a40-56947e3743e2,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
c0bf5174-9759-4875-8557-068e57cacbbb,a1b2c3d4-0002-0020-0002-000000000002,2026Q2,released,superseded,meridian-20260423T215941Z-b829d351,d8b84657-bb49-4340-9f24-888c9abd9f74,trusted,2026-04-23 22:00:23.461998+00:00,,,7b32a1c7-88b5-4085-b744-5bbf22d73f44,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
2a2b2435-cdf6-489d-89b3-62e48b2a5525,a1b2c3d4-0002-0020-0002-000000000002,2026Q2,released,superseded,meridian-20260410T182315Z-3881843b,0a9b7b1f-7944-4c67-b1b2-e114ac5f12a0,trusted,2026-04-10 18:24:51.870747+00:00,,,7b32a1c7-88b5-4085-b744-5bbf22d73f44,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
dfa95c2c-3f3e-440a-bc1c-b7a0d4c3e384,a1b2c3d4-0002-0020-0002-000000000003,2026Q2,released,superseded,meridian-20260423T215941Z-b829d351,d8b84657-bb49-4340-9f24-888c9abd9f74,trusted,2026-04-23 22:00:23.461998+00:00,,,963aea34-598f-4726-8a05-5b623da9c247,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
6fda8108-6f63-4456-ba84-d02d66c6f5a7,a1b2c3d4-0002-0020-0002-000000000004,2026Q2,released,superseded,meridian-20260423T215941Z-b829d351,d8b84657-bb49-4340-9f24-888c9abd9f74,trusted,2026-04-23 22:00:23.461998+00:00,,,daa8cce5-f493-451a-8e0b-76204471ceb5,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
d64b06d7-8458-45ff-956a-987da93b35b2,a1b2c3d4-0002-0020-0002-000000000005,2026Q2,released,superseded,meridian-20260423T215941Z-b829d351,d8b84657-bb49-4340-9f24-888c9abd9f74,trusted,2026-04-23 22:00:23.461998+00:00,,,cec990c4-c619-4bfd-b128-80e53722ef6a,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
27083ace-66ed-4b92-b08d-bc777afde95e,a1b2c3d4-0002-0020-0002-000000000006,2026Q2,released,superseded,meridian-20260423T215941Z-b829d351,d8b84657-bb49-4340-9f24-888c9abd9f74,trusted,2026-04-23 22:00:23.461998+00:00,,,2ca756ea-8269-4741-b452-35ac01ced435,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
746ed6fb-c7fb-4b1c-adab-c30fe8490844,a1b2c3d4-0002-0020-0002-000000000007,2026Q2,released,superseded,meridian-20260423T215941Z-b829d351,d8b84657-bb49-4340-9f24-888c9abd9f74,trusted,2026-04-23 22:00:23.461998+00:00,,,c4f936ec-f082-445f-8081-8fea47b30e97,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
951d1d6b-335a-4a30-a808-43a3bf00b850,a1b2c3d4-0002-0020-0002-000000000008,2026Q2,released,superseded,meridian-20260423T215941Z-b829d351,d8b84657-bb49-4340-9f24-888c9abd9f74,trusted,2026-04-23 22:00:23.461998+00:00,,,54f4c9c9-45d3-402c-aa71-613d7dcf4e1b,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
dd7f5221-a110-4ee5-9784-f253172a33a5,b72d7d6d-396d-4787-9075-f739d23a10f3,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,,,575e7a3f-b2a9-453b-b4c1-93aff540c9d2,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
f655cbad-0317-45c1-a078-b7fa19980a90,d4560000-0456-0101-0001-000000000001,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,,,1689e21f-44dc-4d51-95e4-efcc12978e64,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
0c2f9357-9687-40d8-9468-f3285f332ff5,d4560000-0456-0101-0002-000000000001,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,,,e6beb34b-1c27-47ea-bbd7-e778525677c7,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
ce2e1bc1-98eb-4ce6-b838-fc0a29c06b79,d4560000-0456-0101-0003-000000000001,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,,,46931074-d772-47d2-8413-34ea0eb17b17,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
0a51aeed-d072-4f6b-a3fa-730d644f653e,d4560000-0456-0101-0004-000000000001,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,,,f8996d18-ad88-4a10-ac74-b278e465651a,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
946ab8d0-c5be-4bdc-860c-95fb26d69b2d,d4560000-0456-0101-0005-000000000001,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,,,ab4fa514-0179-485e-a06d-e9d66f470728,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
8fe70ed8-8358-4c0f-8116-f2a82b244f67,d4560000-0456-0101-0006-000000000001,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,,,67cece3d-8b66-433c-8304-84243ce1809f,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
4c5e4ba0-8f50-4197-a162-12cad19f6ebf,d4560000-0456-0101-0007-000000000001,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,,,73504c44-daf6-4bd3-849c-aef443d33c69,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
e8bcdce1-fe6e-4a58-8a64-c193f7aecf15,d4560000-0456-0101-0008-000000000001,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,,,69bf4fcd-baf4-4854-bb56-81d31e63be14,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
625c4652-2c89-45db-b6d1-d61d1adabac7,eb6e5e5b-a1be-426c-84f8-38e66febb43a,2026Q2,released,superseded,meridian-20260421T151330Z-325c3fa0,1663d1d7-69df-49fe-8f12-a9b77b039c6d,trusted,2026-04-23 15:24:00.283737+00:00,,,fdbe18e4-4719-4333-849d-8ae1ca35ff62,meridian-20260425T015634Z-bd0a25c2,2026-04-25 01:57:16.192316+00:00
