quarter,fund_id,fund_name,investment_id,investment_name,component,amount,formula
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,d4560000-0456-0101-0005-000000000001,Oakridge Residences Acquisition,fund_attributable_operating_cash_flow,-554225.679000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,d4560000-0456-0101-0005-000000000001,Oakridge Residences Acquisition,gross_return_amount,1124244.31500000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,d4560000-0456-0101-0005-000000000001,Oakridge Residences Acquisition,beginning_nav_attributable,74738901.753000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,d4560000-0456-0101-0005-000000000001,Oakridge Residences Acquisition,ending_nav_attributable,76447491.003000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,d4560000-0456-0101-0005-000000000001,Oakridge Residences Acquisition,fund_attributable_operating_cash_flow,-548812.107000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,d4560000-0456-0101-0005-000000000001,Oakridge Residences Acquisition,gross_return_amount,1159777.14300000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,5b642a1e-feb7-4407-b38e-cdd2649c1b77,Lakeside Senior Living,beginning_nav_attributable,31643534.336000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,5b642a1e-feb7-4407-b38e-cdd2649c1b77,Lakeside Senior Living,ending_nav_attributable,31047682.136000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,5b642a1e-feb7-4407-b38e-cdd2649c1b77,Lakeside Senior Living,fund_attributable_operating_cash_flow,341261.552000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,5b642a1e-feb7-4407-b38e-cdd2649c1b77,Lakeside Senior Living,gross_return_amount,-254590.648000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,5b642a1e-feb7-4407-b38e-cdd2649c1b77,Lakeside Senior Living,beginning_nav_attributable,34105211.520000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,5b642a1e-feb7-4407-b38e-cdd2649c1b77,Lakeside Senior Living,ending_nav_attributable,55419884.800000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,5b642a1e-feb7-4407-b38e-cdd2649c1b77,Lakeside Senior Living,fund_attributable_operating_cash_flow,348118.800000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,5b642a1e-feb7-4407-b38e-cdd2649c1b77,Lakeside Senior Living,gross_return_amount,21662792.0800000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,93b29b91-fa91-47d5-ac93-cf3b7468c63a,Cascade Multifamily,beginning_nav_attributable,95094278.696000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,93b29b91-fa91-47d5-ac93-cf3b7468c63a,Cascade Multifamily,ending_nav_attributable,95817869.616000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,93b29b91-fa91-47d5-ac93-cf3b7468c63a,Cascade Multifamily,fund_attributable_operating_cash_flow,-54011.008000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,93b29b91-fa91-47d5-ac93-cf3b7468c63a,Cascade Multifamily,gross_return_amount,669579.912000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,93b29b91-fa91-47d5-ac93-cf3b7468c63a,Cascade Multifamily,beginning_nav_attributable,101576373.888000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,93b29b91-fa91-47d5-ac93-cf3b7468c63a,Cascade Multifamily,ending_nav_attributable,46174363.344000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,93b29b91-fa91-47d5-ac93-cf3b7468c63a,Cascade Multifamily,fund_attributable_operating_cash_flow,-42075.696000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,93b29b91-fa91-47d5-ac93-cf3b7468c63a,Cascade Multifamily,gross_return_amount,-55444086.2400000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d2128bf-d8d2-4c9f-bc7c-05f77d437767,Harborview Logistics Park,beginning_nav_attributable,51190474.392000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d2128bf-d8d2-4c9f-bc7c-05f77d437767,Harborview Logistics Park,ending_nav_attributable,50151620.656000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d2128bf-d8d2-4c9f-bc7c-05f77d437767,Harborview Logistics Park,fund_attributable_operating_cash_flow,35993.120000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d2128bf-d8d2-4c9f-bc7c-05f77d437767,Harborview Logistics Park,gross_return_amount,-1002860.61600000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d2128bf-d8d2-4c9f-bc7c-05f77d437767,Harborview Logistics Park,beginning_nav_attributable,56008545.584000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d2128bf-d8d2-4c9f-bc7c-05f77d437767,Harborview Logistics Park,ending_nav_attributable,45989470.256000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d2128bf-d8d2-4c9f-bc7c-05f77d437767,Harborview Logistics Park,fund_attributable_operating_cash_flow,46162.064000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d2128bf-d8d2-4c9f-bc7c-05f77d437767,Harborview Logistics Park,gross_return_amount,-9972913.2640000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,2d54b971-21ac-41b8-a548-a506fe516c6c,Tech Campus North,beginning_nav_attributable,67227047.272000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,2d54b971-21ac-41b8-a548-a506fe516c6c,Tech Campus North,ending_nav_attributable,66789619.672000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,2d54b971-21ac-41b8-a548-a506fe516c6c,Tech Campus North,fund_attributable_operating_cash_flow,-133645.064000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,2d54b971-21ac-41b8-a548-a506fe516c6c,Tech Campus North,gross_return_amount,-571072.664000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,2d54b971-21ac-41b8-a548-a506fe516c6c,Tech Campus North,beginning_nav_attributable,0E-12,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,2d54b971-21ac-41b8-a548-a506fe516c6c,Tech Campus North,ending_nav_attributable,44274560.576000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,2d54b971-21ac-41b8-a548-a506fe516c6c,Tech Campus North,fund_attributable_operating_cash_flow,-127845.344000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,2d54b971-21ac-41b8-a548-a506fe516c6c,Tech Campus North,gross_return_amount,44146715.2320000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,eb6e5e5b-a1be-426c-84f8-38e66febb43a,Harbor Industrial Portfolio,beginning_nav_attributable,53087866.096000000000,sum(prior quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,eb6e5e5b-a1be-426c-84f8-38e66febb43a,Harbor Industrial Portfolio,ending_nav_attributable,53613805.592000000000,sum(current quarter asset NAV * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,eb6e5e5b-a1be-426c-84f8-38e66febb43a,Harbor Industrial Portfolio,fund_attributable_operating_cash_flow,-41412.856000000000,sum(asset net cash flow * effective fund ownership %)
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,eb6e5e5b-a1be-426c-84f8-38e66febb43a,Harbor Industrial Portfolio,gross_return_amount,484526.640000000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,eb6e5e5b-a1be-426c-84f8-38e66febb43a,Harbor Industrial Portfolio,beginning_nav_attributable,58980419.976000000000,sum(prior quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,eb6e5e5b-a1be-426c-84f8-38e66febb43a,Harbor Industrial Portfolio,ending_nav_attributable,37426352.872000000000,sum(current quarter asset NAV * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,eb6e5e5b-a1be-426c-84f8-38e66febb43a,Harbor Industrial Portfolio,fund_attributable_operating_cash_flow,-32166.144000000000,sum(asset net cash flow * effective fund ownership %)
2026Q2,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,eb6e5e5b-a1be-426c-84f8-38e66febb43a,Harbor Industrial Portfolio,gross_return_amount,-21586233.2480000000000000000000000000000000,fund attributable operating cash flow + fund attributable valuation movement
2025Q4,a1b2c3d4-0003-0030-0001-000000000001,Institutional Growth Fund VII,8d87e8f7-9730-4f48-ab72-1ff741aa753a,Riverfront Apartments,beginning_nav_attributable,60110746.104000000000,sum(prior quarter asset NAV * effective fund ownership %)
