row_type,asset_id,asset_name,quarter,period_month,gl_account,account_name,raw_amount,target_line_code,target_statement,sign_multiplier,standardized_category,mapped_amount,status,line_code,normalized_amount,revenue_total,opex_total,capex_total,noi,net_cash_flow,excluded_or_unmapped_total
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,5300,Utilities,85554.110000000000,UTILITIES,NOI,-1,capex,-85554.110000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,5300,Utilities,85554.110000000000,UTILITIES,NOI,-1,capex,-85554.110000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,5400,Repairs & Maintenance,42777.050000000000,REPAIRS,NOI,-1,opex,-42777.050000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,5400,Repairs & Maintenance,42777.050000000000,REPAIRS,NOI,-1,opex,-42777.050000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,5400,Repairs & Maintenance,42777.050000000000,REPAIRS,NOI,-1,opex,-42777.050000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,5500,Property Management Fee,42777.050000000000,MGMT_FEE_PROP,NOI,-1,opex,-42777.050000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,5500,Property Management Fee,42777.050000000000,MGMT_FEE_PROP,NOI,-1,opex,-42777.050000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,5500,Property Management Fee,42777.050000000000,MGMT_FEE_PROP,NOI,-1,opex,-42777.050000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,4000,Gross Rental Revenue,789405.510000000000,RENT,NOI,1,opex,789405.510000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,4000,Gross Rental Revenue,789405.510000000000,RENT,NOI,1,opex,789405.510000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,4000,Gross Rental Revenue,789405.510000000000,RENT,NOI,1,opex,789405.510000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,4100,Vacancy & Credit Loss,139306.850000000000,VACANCY,NOI,-1,opex,-139306.850000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,4100,Vacancy & Credit Loss,139306.850000000000,VACANCY,NOI,-1,opex,-139306.850000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,4100,Vacancy & Credit Loss,139306.850000000000,VACANCY,NOI,-1,opex,-139306.850000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5000,Payroll & Benefits,110284.590000000000,PAYROLL,NOI,-1,opex,-110284.590000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5000,Payroll & Benefits,110284.590000000000,PAYROLL,NOI,-1,opex,-110284.590000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5000,Payroll & Benefits,110284.590000000000,PAYROLL,NOI,-1,opex,-110284.590000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5100,Real Estate Taxes,66170.760000000000,TAXES,NOI,-1,opex,-66170.760000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5100,Real Estate Taxes,66170.760000000000,TAXES,NOI,-1,opex,-66170.760000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5100,Real Estate Taxes,66170.760000000000,TAXES,NOI,-1,opex,-66170.760000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5200,Insurance,88227.670000000000,INSURANCE,NOI,-1,opex,-88227.670000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5200,Insurance,88227.670000000000,INSURANCE,NOI,-1,opex,-88227.670000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5200,Insurance,88227.670000000000,INSURANCE,NOI,-1,opex,-88227.670000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5300,Utilities,88227.670000000000,UTILITIES,NOI,-1,capex,-88227.670000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5300,Utilities,88227.670000000000,UTILITIES,NOI,-1,capex,-88227.670000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5300,Utilities,88227.670000000000,UTILITIES,NOI,-1,capex,-88227.670000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5400,Repairs & Maintenance,44113.840000000000,REPAIRS,NOI,-1,opex,-44113.840000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5400,Repairs & Maintenance,44113.840000000000,REPAIRS,NOI,-1,opex,-44113.840000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5400,Repairs & Maintenance,44113.840000000000,REPAIRS,NOI,-1,opex,-44113.840000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5500,Property Management Fee,44113.840000000000,MGMT_FEE_PROP,NOI,-1,opex,-44113.840000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5500,Property Management Fee,44113.840000000000,MGMT_FEE_PROP,NOI,-1,opex,-44113.840000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,5500,Property Management Fee,44113.840000000000,MGMT_FEE_PROP,NOI,-1,opex,-44113.840000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,4000,Gross Rental Revenue,837248.270000000000,RENT,NOI,1,opex,837248.270000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,4000,Gross Rental Revenue,837248.270000000000,RENT,NOI,1,opex,837248.270000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,4000,Gross Rental Revenue,837248.270000000000,RENT,NOI,1,opex,837248.270000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,4100,Vacancy & Credit Loss,147749.690000000000,VACANCY,NOI,-1,opex,-147749.690000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,4100,Vacancy & Credit Loss,147749.690000000000,VACANCY,NOI,-1,opex,-147749.690000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,4100,Vacancy & Credit Loss,147749.690000000000,VACANCY,NOI,-1,opex,-147749.690000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5000,Payroll & Benefits,116968.510000000000,PAYROLL,NOI,-1,opex,-116968.510000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5000,Payroll & Benefits,116968.510000000000,PAYROLL,NOI,-1,opex,-116968.510000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5000,Payroll & Benefits,116968.510000000000,PAYROLL,NOI,-1,opex,-116968.510000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5100,Real Estate Taxes,70181.100000000000,TAXES,NOI,-1,opex,-70181.100000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5100,Real Estate Taxes,70181.100000000000,TAXES,NOI,-1,opex,-70181.100000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5100,Real Estate Taxes,70181.100000000000,TAXES,NOI,-1,opex,-70181.100000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5200,Insurance,93574.810000000000,INSURANCE,NOI,-1,opex,-93574.810000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5200,Insurance,93574.810000000000,INSURANCE,NOI,-1,opex,-93574.810000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5200,Insurance,93574.810000000000,INSURANCE,NOI,-1,opex,-93574.810000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5300,Utilities,93574.810000000000,UTILITIES,NOI,-1,capex,-93574.810000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5300,Utilities,93574.810000000000,UTILITIES,NOI,-1,capex,-93574.810000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5300,Utilities,93574.810000000000,UTILITIES,NOI,-1,capex,-93574.810000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5400,Repairs & Maintenance,46787.400000000000,REPAIRS,NOI,-1,opex,-46787.400000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5400,Repairs & Maintenance,46787.400000000000,REPAIRS,NOI,-1,opex,-46787.400000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5400,Repairs & Maintenance,46787.400000000000,REPAIRS,NOI,-1,opex,-46787.400000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5500,Property Management Fee,46787.400000000000,MGMT_FEE_PROP,NOI,-1,opex,-46787.400000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5500,Property Management Fee,46787.400000000000,MGMT_FEE_PROP,NOI,-1,opex,-46787.400000000000,mapped,,,,,,,,
ledger_entry,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,5500,Property Management Fee,46787.400000000000,MGMT_FEE_PROP,NOI,-1,opex,-46787.400000000000,mapped,,,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,,,,,,,,,,INSURANCE,-32476.860000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,,,,,,,,,,MGMT_FEES,-32476.860000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,,,,,,,,,,OTHER_INCOME,97430.570000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,,,,,,,,,,PAYROLL,-81192.150000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,,,,,,,,,,RENT,552106.590000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,,,,,,,,,,REPAIRS_MAINT,-48715.290000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,,,,,,,,,,TAXES,-64953.720000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-10-01,,,,,,,,,,UTILITIES,-64953.720000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,,,,,,,,,,INSURANCE,-33491.760000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,,,,,,,,,,MGMT_FEES,-33491.760000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,,,,,,,,,,OTHER_INCOME,100475.280000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,,,,,,,,,,PAYROLL,-83729.400000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,,,,,,,,,,RENT,569359.920000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,,,,,,,,,,REPAIRS_MAINT,-50237.640000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,,,,,,,,,,TAXES,-66983.520000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-11-01,,,,,,,,,,UTILITIES,-66983.520000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,,,,,,,,,,INSURANCE,-35521.560000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,,,,,,,,,,MGMT_FEES,-35521.560000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,,,,,,,,,,OTHER_INCOME,106564.690000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,,,,,,,,,,PAYROLL,-88803.910000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,,,,,,,,,,RENT,603866.580000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,,,,,,,,,,REPAIRS_MAINT,-53282.350000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,,,,,,,,,,TAXES,-71043.130000000000,,,,,,
normalized_line,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,2026-12-01,,,,,,,,,,UTILITIES,-71043.130000000000,,,,,,
quarter_summary,3371333b-a54a-46e3-b4d9-0ad8443dd6a9,Tech Campus North,2026Q4,,,,,,,,,,,,,2029803.64,1014901.82,202980.36,1014901.82,43227.12,0
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,4000,Gross Rental Revenue,765484.130000000000,RENT,NOI,1,opex,765484.130000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,4000,Gross Rental Revenue,765484.130000000000,RENT,NOI,1,opex,765484.130000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,4000,Gross Rental Revenue,765484.130000000000,RENT,NOI,1,opex,765484.130000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,4100,Vacancy & Credit Loss,135085.430000000000,VACANCY,NOI,-1,opex,-135085.430000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,4100,Vacancy & Credit Loss,135085.430000000000,VACANCY,NOI,-1,opex,-135085.430000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,4100,Vacancy & Credit Loss,135085.430000000000,VACANCY,NOI,-1,opex,-135085.430000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5000,Payroll & Benefits,106942.640000000000,PAYROLL,NOI,-1,opex,-106942.640000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5000,Payroll & Benefits,106942.640000000000,PAYROLL,NOI,-1,opex,-106942.640000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5000,Payroll & Benefits,106942.640000000000,PAYROLL,NOI,-1,opex,-106942.640000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5100,Real Estate Taxes,64165.580000000000,TAXES,NOI,-1,opex,-64165.580000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5100,Real Estate Taxes,64165.580000000000,TAXES,NOI,-1,opex,-64165.580000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5100,Real Estate Taxes,64165.580000000000,TAXES,NOI,-1,opex,-64165.580000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5200,Insurance,85554.110000000000,INSURANCE,NOI,-1,opex,-85554.110000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5200,Insurance,85554.110000000000,INSURANCE,NOI,-1,opex,-85554.110000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5200,Insurance,85554.110000000000,INSURANCE,NOI,-1,opex,-85554.110000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5300,Utilities,85554.110000000000,UTILITIES,NOI,-1,capex,-85554.110000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5300,Utilities,85554.110000000000,UTILITIES,NOI,-1,capex,-85554.110000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5300,Utilities,85554.110000000000,UTILITIES,NOI,-1,capex,-85554.110000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5400,Repairs & Maintenance,42777.050000000000,REPAIRS,NOI,-1,opex,-42777.050000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5400,Repairs & Maintenance,42777.050000000000,REPAIRS,NOI,-1,opex,-42777.050000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5400,Repairs & Maintenance,42777.050000000000,REPAIRS,NOI,-1,opex,-42777.050000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5500,Property Management Fee,42777.050000000000,MGMT_FEE_PROP,NOI,-1,opex,-42777.050000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5500,Property Management Fee,42777.050000000000,MGMT_FEE_PROP,NOI,-1,opex,-42777.050000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-10-01,5500,Property Management Fee,42777.050000000000,MGMT_FEE_PROP,NOI,-1,opex,-42777.050000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-11-01,4000,Gross Rental Revenue,789405.510000000000,RENT,NOI,1,opex,789405.510000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-11-01,4000,Gross Rental Revenue,789405.510000000000,RENT,NOI,1,opex,789405.510000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-11-01,4000,Gross Rental Revenue,789405.510000000000,RENT,NOI,1,opex,789405.510000000000,mapped,,,,,,,,
ledger_entry,a1b2c3d4-0002-0020-0003-000000000002,Midtown Towers – Atlanta GA,2026Q4,2026-11-01,4100,Vacancy & Credit Loss,139306.850000000000,VACANCY,NOI,-1,opex,-139306.850000000000,mapped,,,,,,,,
